Tweet_Time_EST,Tweet_Content
2021-06-18 21:00:01,https://t.co/lKvBItR8lE
2021-06-17 14:00:10,https://t.co/4sewq1In1E
2021-06-17 11:00:47,https://t.co/oVPAEZ9eSI
2021-06-16 21:45:36,https://t.co/0hXk659KGP
2021-06-16 16:20:14,https://t.co/qzeImkFcvV
2021-06-16 12:45:40,https://t.co/t6ccl56fEi
2021-06-16 10:00:29,https://t.co/f4E0crWsQg
2021-06-15 23:47:00,https://t.co/aF85IqCw23
2021-06-15 15:00:08,https://t.co/31kHvJWjrw
2021-06-15 12:00:26,https://t.co/r0RnsIW0jK
2021-06-15 10:45:50,https://t.co/TaIzlpehKS
2021-06-14 12:00:00,https://t.co/pnUAnrGOnv
2021-06-14 10:30:20,https://t.co/E6KGFsfhB3
2021-06-13 18:00:00,https://t.co/4TzDiEG7Pl
2021-06-11 16:00:01,https://t.co/BCG6ZalgdC
2021-06-11 12:00:01,https://t.co/a5rjRMkgPc
2021-06-11 10:30:17,https://t.co/2UYUmHDS9s
2021-06-11 08:00:02,https://t.co/gRiPifdmWf
2021-06-10 20:00:23,https://t.co/V56Ix1T84L
2021-06-10 16:14:07,https://t.co/9Z6TnqZlLE
2021-06-10 14:45:21,https://t.co/Jop841EhkF
2021-06-10 13:30:10,https://t.co/aWvxmRJKUC
2021-06-10 12:00:26,https://t.co/oLkR7RtSk9
2021-06-10 10:45:49,https://t.co/Yj9jEX3mkt
2021-06-10 09:30:00,https://t.co/md8qFDLjSV
2021-06-10 09:15:10,https://t.co/l0NuiKEjOW
2021-06-09 20:00:00,https://t.co/ukRvBrIQOE
2021-06-09 19:00:02,https://t.co/yLefkTI4WP
2021-06-09 18:00:00,https://t.co/I0CQcUrxBi
2021-06-09 15:30:00,https://t.co/oW6Ptu8002
2021-06-09 15:00:00,https://t.co/ugYHn7sKQH
2021-06-09 14:30:00,https://t.co/keMtfYmdQa
2021-06-09 14:00:00,https://t.co/2gqteA7oCL
2021-06-09 13:00:02,https://t.co/ycGte7rkI3
2021-06-09 12:00:01,https://t.co/i6PAGrpitK
2021-06-09 11:00:02,https://t.co/8gSXcMcy7C
2021-06-09 10:00:01,https://t.co/RpamED3d4R
2021-06-09 08:00:02,https://t.co/HQKtcMVU2P
2021-06-08 23:59:00,https://t.co/Dd7RZZM7cP
2021-06-08 20:00:13,https://t.co/amm1pamZ7J
2021-06-08 20:00:13,https://t.co/8LmO9tYJPd
2021-06-08 15:00:01,https://t.co/nuEq3xaIQQ
2021-06-08 14:00:01,https://t.co/p6jK1BkhSt
2021-06-08 13:00:01,https://t.co/L8FyKgoVf7
2021-06-08 12:30:53,https://t.co/SsRPqYnVzy
2021-06-08 10:30:52,https://t.co/0VFWlLYEc8
2021-06-08 10:30:52,https://t.co/klxAW4f5xg
2021-06-08 09:45:57,https://t.co/hz83kK0bMX
2021-06-07 20:00:00,https://t.co/9oxXxBak5O
2021-06-07 13:57:25,https://t.co/YMUPssEbeB
2021-06-07 13:30:47,https://t.co/y8S6gG7XyS
2021-06-07 12:00:00,https://t.co/fMaSsDULxR
2021-06-07 11:00:15,https://t.co/2cTQwM43e0
2021-06-06 18:00:00,https://t.co/qoAQofaVuF
2021-06-04 20:00:00,https://t.co/l1mQDpE77c
2021-06-04 14:30:00,https://t.co/Jb6nMrqiwJ
2021-06-04 14:00:00,https://t.co/Ujw43wIey8
2021-06-04 13:15:00,https://t.co/KSTiLCNZKR
2021-06-04 12:00:00,https://t.co/Slbg4RRyY2
2021-06-04 10:30:01,https://t.co/VeS4JsPHif
2021-06-04 09:50:00,https://t.co/cg22jEyyAF
2021-06-03 20:10:18,https://t.co/1VrOdmrs4v
2021-06-03 20:10:18,https://t.co/2VnKQvUFBN
2021-06-03 16:20:00,https://t.co/M1mKlY3R9g
2021-06-03 14:41:14,https://t.co/tEEHem0kRV
2021-06-03 11:30:00,https://t.co/XCdSDppOGY
2021-06-03 10:00:00,https://t.co/8y3NMW0Icj
2021-06-03 09:00:31,https://t.co/wVcAAroeH2
2021-06-02 20:00:00,https://t.co/6JHptoBwpp
2021-06-02 16:20:39,https://t.co/z36x0bBKdv
2021-06-02 14:30:00,https://t.co/JrWzQhSv65
2021-06-02 13:00:00,https://t.co/x4fnbI8s9w
2021-06-02 12:18:45,https://t.co/aTnnmrgNax
2021-06-02 11:30:00,https://t.co/DlGlig6Wpp
2021-06-02 10:00:01,https://t.co/5Wj4CZoWDP
2021-06-01 20:00:01,https://t.co/EpAkAtFts3
2021-06-01 15:00:01,https://t.co/C48ypOXRrf
2021-06-01 13:00:01,https://t.co/EDvBvbGuI1
2021-06-01 10:00:35,https://t.co/8i9V9PYrL1
2021-04-16 20:00:01,https://t.co/Tu45PucNU0
2021-04-16 16:20:00,https://t.co/kHDbj1zewa
2021-04-16 16:00:00,https://t.co/CFpWdjhBBR
2021-04-16 15:45:00,https://t.co/w7fXRbfRSu
2021-04-16 15:30:18,https://t.co/8BTnKLKV7q https://t.co/n2wfP7K3iu
2021-04-16 15:15:00,https://t.co/z0aASOzh7e
2021-04-16 15:00:01,https://t.co/Kye9pSL2LB
2021-04-16 14:45:00,https://t.co/yvXreOzVv1
2021-04-16 14:30:19,https://t.co/peYhWbO45p
2021-04-16 14:30:19,https://t.co/813xMOFljS
2021-04-16 14:15:00,https://t.co/jL0H4RR6Ht
2021-04-16 14:00:01,https://t.co/TFH4t1TVUG
2021-04-16 13:30:00,https://t.co/eMXqKWMReo
2021-04-16 13:00:00,https://t.co/9HU1bguvaO
2021-04-16 12:30:00,https://t.co/2QtpFUZ67E
2021-04-16 12:00:00,https://t.co/RESDsiWh2N
2021-04-16 11:30:00,https://t.co/wPaOpsy7zh
2021-04-16 11:00:00,https://t.co/k1q9fNUJ6a
2021-04-16 10:00:30,https://t.co/Fz2Bqv6Tfz
2021-04-16 10:00:30,https://t.co/Um1XGIjvf1
2021-04-16 09:00:01,https://t.co/1WrRK6Fqc4
2021-04-16 08:00:02,https://t.co/aJgThubb7u
2021-04-15 20:00:00,https://t.co/lJzBYVpuf9
2021-04-15 18:00:11,https://t.co/qu00E0To2V
2021-04-15 16:00:01,https://t.co/o8jlDr2CLq
2021-04-15 15:48:00,https://t.co/S1AM2duUP0
2021-04-15 15:36:00,https://t.co/uhmpFI3edL
2021-04-15 15:24:14,https://t.co/Frw7ctY397
2021-04-15 15:24:14,https://t.co/qf09WtW1N2
2021-04-15 15:12:00,https://t.co/CbWbPWvPbi
2021-04-15 15:00:01,https://t.co/lgl3dKt5Oi
2021-04-15 14:45:00,https://t.co/CsANIKM2qp
2021-04-15 14:30:00,https://t.co/2B6XYYDntm
2021-04-15 14:15:00,https://t.co/8fMYn0VtQV
2021-04-15 14:00:01,https://t.co/jOQH24uK2f
2021-04-15 13:45:00,https://t.co/JvOHWUjCn9
2021-04-15 13:30:01,https://t.co/vvgOjFvQWL
2021-04-15 13:18:49,https://t.co/l8cNJ49pHP
2021-04-15 13:10:03,https://t.co/idun8vYLza
2021-04-15 13:06:01,https://t.co/0k6ChMc1bH
2021-04-15 12:32:16,https://t.co/1bfW5FpLSP
2021-04-15 12:00:09,https://t.co/LmqDWbanBA
2021-04-15 10:57:18,https://t.co/Guep8JpyAE
2021-04-15 10:12:45,https://t.co/4DODoJuBfj
2021-04-15 09:50:36,https://t.co/TwhCrboHn2
2021-04-15 09:30:01,https://t.co/bfhAduT6nq
2021-04-15 09:00:29,https://t.co/lfO2oPdkR1
2021-04-15 08:00:01,https://t.co/ei1uMU7isV
2021-04-14 20:30:00,https://t.co/HCs4Zz8Hhh
2021-04-14 19:12:43,https://t.co/T8dnET7Uw6
2021-04-14 17:13:32,https://t.co/iTkz0n75eI
2021-04-14 16:00:17,https://t.co/dDvL7bybqi
2021-04-14 15:40:56,https://t.co/PR0X142jBD
2021-04-14 15:11:15,https://t.co/Ri9AuBlk2b
2021-04-14 14:46:53,https://t.co/QAnf0VTu6T
2021-04-14 14:24:54,https://t.co/2O92kpogSv
2021-04-14 14:04:43,https://t.co/Rn9jCJJDIq
2021-04-14 12:36:06,https://t.co/o52iz3WaDk
2021-04-14 12:36:05,https://t.co/BFNCL9B09U
2021-04-14 11:47:04,https://t.co/GDChibWKQh
2021-04-14 11:28:19,https://t.co/50S9giPW8K
2021-04-14 11:10:31,https://t.co/BMHEm7Gv2z
2021-04-14 10:31:55,https://t.co/BjxpBT48Yd
2021-04-14 09:20:05,https://t.co/6njx7BJNbR
2021-04-13 20:00:11,https://t.co/s8ubln8H12
2021-04-13 16:49:41,https://t.co/zrvLwEqrhe
2021-04-13 16:00:06,https://t.co/dkyQgPyBjy
2021-04-13 15:44:50,https://t.co/RPna46yUYF
2021-04-13 15:21:29,https://t.co/OMAn6m4Dq0
2021-04-13 13:32:56,https://t.co/7wjF7fIWtW
2021-04-13 12:45:24,https://t.co/tGaEb7sKX1
2021-04-13 12:02:21,@LocriaCircuitry https://t.co/7hTidL9So3
2021-04-13 12:02:21,https://t.co/DyP9Y6pbtl
2021-04-13 11:20:26,https://t.co/GnM209XV6c
2021-04-13 10:45:20,https://t.co/6x4DLuRJ8N
2021-04-13 10:25:27,https://t.co/WAnyjxaTrG
2021-04-12 20:00:00,https://t.co/W5KbOKM7uB
2021-04-12 16:00:00,https://t.co/hQQDEDGh2I
2021-04-12 15:30:06,https://t.co/54D8f9RZxm
2021-04-12 15:12:47,https://t.co/ZqadOojC3M
2021-04-12 15:12:47,https://t.co/58Tz8GEc0u
2021-04-12 14:55:40,https://t.co/ZttXIlGcT9
2021-04-12 14:49:42,https://t.co/RHTYAf5Jhy
2021-04-12 14:04:02,https://t.co/MyDSYiH98I
2021-04-12 13:11:00,https://t.co/wMNUzbuDQd
2021-04-12 12:00:51,https://t.co/dQKsFCinlc
2021-04-12 12:00:51,https://t.co/aMmkIiSxpd
2021-04-12 11:26:57,https://t.co/k4XQcls832
2021-04-12 11:26:57,https://t.co/TiTTWOD7uY
2021-04-12 10:10:44,https://t.co/oFXtL6H3xU
2021-04-11 18:00:17,🎱
2021-04-09 16:00:00,https://t.co/WLh1fa8JZQ
2021-04-09 15:31:00,https://t.co/WpXL5QdbuT
2021-04-09 15:00:24,@vgdunkey https://t.co/e2ugNCvyWI
2021-04-09 15:00:24,https://t.co/xq6Oj7CsLd
2021-04-09 14:12:34,https://t.co/SrOTlTpn6B
2021-04-09 12:57:18,https://t.co/hJ1MsTO7J7
2021-04-09 12:42:05,https://t.co/xODHie6FS8
2021-04-09 11:23:24,https://t.co/hi7sfmgXFx
2021-04-09 10:15:07,https://t.co/fflRpQT8bY
2021-04-08 16:00:09,https://t.co/Lw2h0U3iPs
2021-04-08 14:55:35,https://t.co/gIiLiIJjHR
2021-04-08 14:00:01,https://t.co/WMTiCJ7c6O
2021-04-08 12:30:31,https://t.co/0NZczf98f2
2021-04-08 12:30:30,https://t.co/qEtoAyySqY
